0,q_no,response_no,q_text,q_responses,Q_weighting,indicator,output_name ,type (F/B),Rough Percent contribution ,Dependancies,checked,,
1484,F55,F55_2,Fire History,"Burned within past 5 years, and >50% of wetland-upland perimeter or area apparently burned, and burned lightly.",1,KMH,Fire19,Function,,,1,,
1485,F55,F55_3,Fire History,"Burned within past 5 years, and <50% of wetland-upland perimeter apparently burned, and burned intensely.",4,KMH,Fire19,Function,,,1,,
1486,F55,F55_4,Fire History,"Burned within past 5 years, and <50% of wetland-upland perimeter apparently burned, and burned lightly.",5,KMH,Fire19,Function,,,1,,
1487,F55,F55_5,Fire History,Burned 6-10 years ago.,3,KMH,Fire19,Function,,,1,,
1488,F55,F55_6,Fire History,Burned 11-30 years ago.,2,KMH,Fire19,Function,,,1,,
1489,F55,F55_7,Fire History,"Burned >30 years ago, or no evidence of a burn and no data.",1,KMH,Fire19,Function,,,1,,
1490,F58,review,Focal Species Present,response calculation,calculated score,KMH,Wildlife19,Function,Not used?,,check if used,,
1491,S6,,Wildlife Disturbance Potential,calculated score,calculated score,KMH,Disturb19,Function,,,1,,
1492,Z,,Score AP,calculate score,calculated score,KMH,APPscore19,Function,,,1,,
1493,OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),6,KMH,Water2k19v,Benefit,,,1,,
1494,OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,5,KMH,Water2k19,Benefit,,,1,,
1495,OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,4,KMH,Water2k19,Benefit,,,1,,
1496,OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,3,KMH,Water2k19,Benefit,,,1,,
1497,OF19,OF19_5,Wetland and Lakes within 2km,>0.34,2,KMH,Water2k19,Benefit,,,1,,
1498,F57,F57_4,Consumptive Uses,Moose hunting,calculated score,KMH,Hunt19,Benefit,,,1,,
1498,F57,F57_6,Consumptive Uses,Trapping of furbearers,calculated score,KMH,Hunt19,Benefit,,,1,,
,F18,F18_1,Microtopography ,"Few or none (minimal microtopography; <1% of the land has such features, or entire AA is always water-covered).",0,NR,Girreg5,Function,,,1,,
,F18,F18_2,Microtopography ,Intermediate.,1,NR,Girreg5,Function,,,1,,
,F18,F18_3,Microtopography ,"Several (extensive micro-topography, >25% of the land).",2,NR,Girreg5,Function,,,1,,
,F19,F19_1,Percent always without surface water,"<1%. In other words, all or nearly all of the AA is covered by water permanently or at least seasonally.  ",5,NR,DryPct5,Function,,,1,,
,F19,F19_2,Percent always without surface water,"1-25% of the AA,  or <1% but >0.01 hectare (e.g., 10 m x 10 m) never contains surface water.",6,NR,DryPct5,Function,,,1,,
,F19,F19_3,Percent always without surface water,25-50% of the AA never contains surface water.,4,NR,DryPct5,Function,,,1,,
,F19,F19_4,Percent always without surface water,50-75% of the AA never contains surface water.,3,NR,DryPct5,Function,,,1,,
,F19,F19_5,Percent always without surface water,"75-99% of the AA never contains surface water, or >99% AND there is at least one persistent or seasonal water body larger than 0.01 hectare (e.g., 10 m x 10 m) in the AA.",2,NR,DryPct5,Function,,,1,,
,F19,F19_6,Percent always without surface water,"99-100%. AND there is no persistent or seasonal water body larger than 0.01 hectare (~ 10 x 10 m) in the AA. Enter ""1"" and SKIP to F40 (Channel Network Connection).",0,NR,DryPct5,Function,,,1,,
,OF20,OF20_1,Fish Occurrence,"Chinook (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,RSB,AnadFish14,Function,,,1,,
,OF20,OF20_2,Fish Occurrence,"Chum  (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,RSB,AnadFish14,Function,,,1,,
,OF20,OF20_3,Fish Occurrence,"Coho/Silver (wild, not stocked)  are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,RSB,AnadFish14,Function,,,1,,
,OF20,OF20_4,Fish Occurrence,"None of above, but other fish species are likely present in AA.  Or a stream connects the AA to other waters and is not known to be fishless (enter ""1"").",0,RSB,AnadFish14,Function,,,1,,
,OF20,OF20_5,Fish Occurrence,"Is known or likely to be fishless (e.g., too small, dry, and/or not accessible even temporarily, and not stocked). ",0,RSB,AnadFish14,Function,,,1,,
,OF2,OF2_1,Distance to Frequently travelled Road,<10 m,0,RSB,RdDist14,Function,,,1,,
,OF2,OF2_2,Distance to Frequently travelled Road,10 - 25 m,2,RSB,RdDist14,Function,,,1,,
,OF2,OF2_3,Distance to Frequently travelled Road,25 - 50 m,4,RSB,RdDist14,Function,,,1,,
,OF2,OF2_4,Distance to Frequently travelled Road,50 - 100 m,5,RSB,RdDist14,Function,,,1,,
,OF2,OF2_5,Distance to Frequently travelled Road,100 - 500 m,6,RSB,RdDist14,Function,,,1,,
,OF2,OF2_6,Distance to Frequently travelled Road,>500 m,8,RSB,RdDist14,Function,,,1,,
,OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),0,RSB,LakeWetPct14,Function,,,1,,
,OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,2,RSB,LakeWetPct14,Function,,,1,,
,OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,3,RSB,LakeWetPct14,Function,,,1,,
,OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,4,RSB,LakeWetPct14,Function,,,1,,
,OF19,OF19_5,Wetland and Lakes within 2km,>0.34,5,RSB,LakeWetPct14,Function,,,1,,
,OF21,OF21_1,Ecological Designation ,Binary (0/1),binary,RSB,Preserve14,Function,,,1,,
,OF22,OF22_1,Protection from Intensive Uses,Binary (0/1),binary,RSB,Protect14,Function,,,1,,
,OF24,????,Species of Conservation Concern,any bird in list,numeric,RSB,RareBird14,Function,,,1,,
,OF32,OF32_1,Intactness of landscape within 2km ,<5%.,0,RSB,Intact14,Function,,,1,,
,OF32,OF32_2,Intactness of landscape within 2km ,5 to 30%.,1,RSB,Intact14,Function,,,1,,
,OF32,OF32_3,Intactness of landscape within 2km ,30 to 60%.,2,RSB,Intact14,Function,,,1,,
,OF32,OF32_4,Intactness of landscape within 2km ,60 to 90%.,3,RSB,Intact14,Function,,,1,,
,OF32,OF32_5,Intactness of landscape within 2km ,>90%,5,RSB,Intact14,Function,,,1,,
,OF35,OF35_1,Maximum Dominance of a Land Cover type ,numeric,numeric,RSB,MaxDomLC14,Function,,,1,,
,OF36,OF36_1,Number of Land Cover types in the AA + 100m buffer,1,0,RSB,LCrich14,Function,,,1,,
,OF36,OF36_2,Number of Land Cover types in the AA + 100m buffer,2,1,RSB,LCrich14,Function,,,1,,
,OF36,OF36_3,Number of Land Cover types in the AA + 100m buffer,3 or 4,2,RSB,LCrich14,Function,,,1,,
,OF36,OF36_4,Number of Land Cover types in the AA + 100m buffer,>4,4,RSB,LCrich14,Function,,,1,,
,OF37,OF37_1,Number of Land Cover Types within 2km,<4,0,RSB,LCrich2k14,Function,,,1,,
,OF37,OF37_2,Number of Land Cover Types within 2km,4 or 5,2,RSB,LCrich2k14,Function,,,1,,
,OF37,OF37_3,Number of Land Cover Types within 2km,6 or 7,3,RSB,LCrich2k14,Function,,,1,,
,OF37,OF37_4,Number of Land Cover Types within 2km,8 to 11,4,RSB,LCrich2k14,Function,,,1,,
,OF37,OF37_5,Number of Land Cover Types within 2km,>11,6,RSB,LCrich2k14,Function,,,1,,
,OF43,OF43_1,Wetland Density in the WAU,<0.03,0,RSB,WetDensWAU14,Function,,,1,,
,OF43,OF43_2,Wetland Density in the WAU,0.03 to < 0.10,1,RSB,WetDensWAU14,Function,,,1,,
,OF43,OF43_3,Wetland Density in the WAU,0.10 to < 0.20,2,RSB,WetDensWAU14,Function,,,1,,
,OF43,OF43_4,Wetland Density in the WAU,0.20 to 0.40,3,RSB,WetDensWAU14,Function,,,1,,
,OF43,OF43_5,Wetland Density in the WAU,>0.40,5,RSB,WetDensWAU14,Function,,,1,,
,F1,F1_1,Vegetation Height and Form Diversity ,coniferous (including tamarack) taller than 3 meters.,0,RSB,WoodyRich14,Function,,,1,,
,F1,F1_2,Vegetation Height and Form Diversity ,deciduous taller than 3 m,1,RSB,WoodyRich14,Function,,,1,,
,F1,F1_3,Vegetation Height and Form Diversity ,"coniferous or evergreen 1-3 m tall (e.g., stunted black spruce)",2,RSB,WoodyRich14,Function,,,1,,
,F1,F1_4,Vegetation Height and Form Diversity ,deciduous 1-3 m tall ,3,RSB,WoodyRich14,Function,,,1,,
,F1,F1_5,Vegetation Height and Form Diversity ,"coniferous or evergreen <1 m tall (e.g., many ericaceous shrub species)",5,RSB,WoodyRich14,Function,,,1,,
,F1,F1_6,Vegetation Height and Form Diversity ,"deciduous <1 m tall (e.g., deciduous tree seedlings) ",7,RSB,WoodyRich14,Function,,,1,,
,F2,F2_A1,Height Class Interspersion,A1. The two height classes are scattered and intermixed throughout nearly all of the vegetated AA.,1,RSB,WoodyHtMix14,Function ,,,1,,
,F2,F2_A2,Height Class Interspersion,"A2. Not A1.  The two height classes are mostly in separate zones or bands, or in proportionately large clumps, though some intermixing occurs.",0,RSB,WoodyHtMix14,Function ,,,1,,
,F2,F2_B1,Height Class Interspersion,B1. The two height classes are scattered and intermixed throughout nearly all of the vegetated AA.,3,RSB,WoodyHtMix14,Function ,,,1,,
,F2,F2_B2,Height Class Interspersion,"B2. Not B1.  The two height classes are mostly in separate zones or bands, or in proportionately large clumps, though some intermixing occurs. Or the AA contains almost entirely one height class, uniformly distributed.",2,RSB,WoodyHtMix14,Function ,,,1,,
,F3,F3_1,Woody Diameter Classes ,"coniferous, 1-9 cm diameter and >1 m tall.",0,RSB,Ndiams14,Function,,,1,,
,F3,F3_2,Woody Diameter Classes ,broad-leaved deciduous 1-9 cm diameter and >1 m tall.,0,RSB,Ndiams14,Function,,,1,,
,F3,F3_3,Woody Diameter Classes ,"coniferous, 10-19 cm diameter.",1,RSB,Ndiams14,Function,,,1,,
,F3,F3_4,Woody Diameter Classes ,broad-leaved deciduous 10-19 cm diameter.,1,RSB,Ndiams14,Function,,,1,,
,F3,F3_5,Woody Diameter Classes ,"coniferous, 20-40 cm diameter.",2,RSB,Ndiams14,Function,,,1,,
,F3,F3_6,Woody Diameter Classes ,broad-leaved deciduous 20-40 cm diameter.,2,RSB,Ndiams14,Function,,,1,,
,F3,F3_7,Woody Diameter Classes ,"coniferous, >40 cm diameter.",4,RSB,Ndiams14,Function,,,1,,
,F3,F3_8,Woody Diameter Classes ,broad-leaved deciduous >40 cm diameter.,3,RSB,Ndiams14,Function,,,1,,
,F4,F4_1,Dominance of Most Abundant Shrub Genera ,Those 2 genera together comprise > 80% of all woody cover.  Low woody cover is monotypic or nearly so.,0,RSB,ShrubRich14,Function,,,1,,
,F4,F4_2,Dominance of Most Abundant Shrub Genera ,Those 2 genera together comprise 50 to <80% of all low woody cover.,1,RSB,ShrubRich14,Function,,,1,,
,F4,F4_3,Dominance of Most Abundant Shrub Genera ,No 2 genera together comprise > 50% of such cover.  Several genera of low woody plants are significantly present.,2,RSB,ShrubRich14,Function,,,1,,
,F5,F5_1,Tall Willow Cover,<1% or none.,0,RSB,Willow14,Function ,,,1,,
,F5,F5_2,Tall Willow Cover,"1-25% of the vegetated cover, in the AA or along its water edge (whichever has more).",2,RSB,Willow14,Function ,,,1,,
,F5,F5_3,Tall Willow Cover,"25-50% of the vegetated cover, in the AA or along its water edge (whichever has more).",3,RSB,Willow14,Function ,,,1,,
,F5,F5_4,Tall Willow Cover,"50-75% of the vegetated cover, in the AA or along its water edge (whichever has more).",4,RSB,Willow14,Function ,,,1,,
,F5,F5_5,Tall Willow Cover,">75% of the vegetated cover, in the AA or along its water edge (whichever has more).",5,RSB,Willow14,Function ,,,1,,
,F7,F7_1,Berry-producing Shrubs,<5% of the vegetated part of the AA. ,0,RSB,Berries14,Function ,,,1,,
,F7,F7_2,Berry-producing Shrubs,5-25% of the vegetated part of the AA.,2,RSB,Berries14,Function ,,,1,,
,F7,F7_3,Berry-producing Shrubs,25-50% of the vegetated part of the AA.,3,RSB,Berries14,Function ,,,1,,
,F7,F7_4,Berry-producing Shrubs,50-95% of the vegetated part of the AA.,4,RSB,Berries14,Function ,,,1,,
,F7,F7_5,Berry-producing Shrubs,>95% of the vegetated part of the AA.,5,RSB,Berries14,Function ,,,1,,
,F6 ,F6_1,Flowering Shrubs,<5% of the vegetated part of the AA.,0,RSB,ShrubFlower14,Function,,,1,,
,F6 ,F6_2,Flowering Shrubs,5-25% of the vegetated part of the AA.,2,RSB,ShrubFlower14,Function,,,1,,
,F6 ,F6_3,Flowering Shrubs,25-50% of the vegetated part of the AA.,3,RSB,ShrubFlower14,Function,,,1,,
,F6 ,F6_4,Flowering Shrubs,50-95% of the vegetated part of the AA.,4,RSB,ShrubFlower14,Function,,,1,,
,F6 ,F6_5,Flowering Shrubs,>95% of the vegetated part of the AA.,5,RSB,ShrubFlower14,Function,,,1,,
,F8 ,F8_1,Large Snags,"None, or fewer than 8/ hectare which exceed this diameter.",0,RSB,Snags13,function,,,1,,
,F8 ,F8_2,Large Snags,"Several ( >8/hectare) and a pond, lake, or slow-flowing water wider than 10 m is within 1 km.",3,RSB,Snags13,function,,,1,,
,F8 ,F8_3,Large Snags,Several ( >8/hectare) but above not true.,2,RSB,Snags13,function,,,1,,
,F11,F11_1,Forb Cover ,<5% of the vegetated part of the AA.,0,RSB,ForbCov14,function,,,1,,
,F11,F11_2,Forb Cover ,5-25% of the vegetated part of the AA.,2,RSB,ForbCov14,function,,,1,,
,F11,F11_3,Forb Cover ,25-50% of the vegetated part of the AA.,3,RSB,ForbCov14,function,,,1,,
,F11,F11_4,Forb Cover ,50-95% of the vegetated part of the AA.,4,RSB,ForbCov14,function,,,1,,
,F11,F11_5,Forb Cover ,>95% of the vegetated part of the AA.,5,RSB,ForbCov14,function,,,1,,
,F21,F21_1,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",3,RSB,PermW14,Function,,,1,,
,F21,F21_2,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",4,RSB,PermW14,Function,,,1,,
,F21,F21_3,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,RSB,PermW14,Function,,,1,,
,F21,F21_4,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,2,RSB,PermW14,Function,,,1,,
,F21,F21_5,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,1,RSB,PermW14,Function,,,1,,
,F21,F21_6,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,0,RSB,PermW14,Function,,,1,,
,F19,F19_1,Percent Always WITHOUT Surface Water,"<1%. In other words, all or nearly all of the AA is covered by water permanently or at least seasonally.  ",0,RSB,DryPct14,Function,,,1,,
,F19,F19_2,Percent Always WITHOUT Surface Water,"1 to <25% of the AA,  or <1% but >0.01 hectare (e.g., 10 m x 10 m) never contains surface water.",1,RSB,DryPct14,Function,,,1,,
,F19,F19_3,Percent Always WITHOUT Surface Water,25 to <50% of the AA never contains surface water.,2,RSB,DryPct14,Function,,,1,,
,F19,F19_4,Percent Always WITHOUT Surface Water,50 to <75% of the AA never contains surface water.,3,RSB,DryPct14,Function,,,1,,
,F19,F19_5,Percent Always WITHOUT Surface Water,"75 to <99% of the AA never contains surface water, or >99% AND there is at least one persistent or seasonal water body larger than 0.01 hectare (e.g., 10 m x 10 m) in the AA.",5,RSB,DryPct14,Function,,,1,,
,F19,F19_6,Percent Always WITHOUT Surface Water,"99-100%. AND there is no persistent or seasonal water body larger than 0.01 hectare (~ 10 x 10 m) in the AA. Enter ""1"" and SKIP to F40 (Channel Network Connection).",4,RSB,DryPct14,Function,,,1,,
,F32,F32_1,Distance across longest open water (fetch) ,<10 m.,8,RSB,Fetch14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F32,F32_2,Distance across longest open water (fetch) ,10 - 30 m.,6,RSB,Fetch14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F32,F32_3,Distance across longest open water (fetch) ,30 - 100 m.,5,RSB,Fetch14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F32,F32_4,Distance across longest open water (fetch) ,100 - 200 m.,3,RSB,Fetch14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F32,F32_5,Distance across longest open water (fetch) ,200 - 500 m.,2,RSB,Fetch14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F32,F32_6,Distance across longest open water (fetch) ,> 500 m.,0,RSB,Fetch14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F33,F33_1,Distance from Open Water to Upland (Vegetated Width),<1 m.,0,RSB,WidthWet14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F33,F33_2,Distance from Open Water to Upland (Vegetated Width),1 - 9 m.,2,RSB,WidthWet14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F33,F33_3,Distance from Open Water to Upland (Vegetated Width),10 - 29 m.,4,RSB,WidthWet14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F33,F33_4,Distance from Open Water to Upland (Vegetated Width),30 - 49 m.,6,RSB,WidthWet14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F33,F33_5,Distance from Open Water to Upland (Vegetated Width),50 - 100 m.,7,RSB,WidthWet14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F33,F33_6,Distance from Open Water to Upland (Vegetated Width),"> 100 m, or open water is absent at that time.",8,RSB,WidthWet14,Function,,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOw",1,,
,F35,F35_1,Interspersion of inundated Vegetationand Open water,"Scattered. More than 30% of the inundated vegetation forms small islands or corridors surrounded by water, or more than 30% of the open water is in patches scattered widely amidst the vegetation.",3,RSB,Interspers14,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
,F35,F35_2,Interspersion of inundated Vegetationand Open water,Intermediate.,2,RSB,Interspers14,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
,F35,F35_3,Interspersion of inundated Vegetationand Open water,Clumped. More than 70% of the inundated vegetation is in rings surrounding open water or is clumped at one or a few sides of the open water areas.,0,RSB,Interspers14,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
,F35,F35_4,Interspersion of inundated Vegetationand Open water,"Uniform. There is almost no open water, or almost no vegetation.",??,RSB,Interspers14,Function,,"NeverWater, NoPersis, NoDeepPonded",check,,
,F48,F48_1,Beaver Probability ,"Evident from direct observation or presence of gnawed limbs, dams, tracks, dens, lodges, or extensive stands of water-killed trees (snags).",3,RSB,Beaver14,Function,,,1,,
,F48,F48_2,Beaver Probability ,"Likely based on proximity to suitable habitat, which may include: (a) a persistent freshwater wetland, pond, or lake, or a perennial low or mid-gradient (<6%) channel, and (b) a corridor or multiple stands of hardwood trees and shrubs (>10 cm diameter) near surface water.",2,RSB,Beaver14,Function,,,1,,
,F48,F48_3,Beaver Probability ,"Unlikely because site characteristics above are deficient, and/or this is a settled area or other area where beaver are routinely removed. ",0,RSB,Beaver14,Function,,,1,,
, F50,F50_1,Vegetated Buffer along Perimeter,<5%.,0,RSB,PerimPctPer14,Function,,Disturb,1,,
, F50,F50_2,Vegetated Buffer along Perimeter,5 to 30%.,1,RSB,PerimPctPer14,Function,,Disturb,1,,
, F50,F50_3,Vegetated Buffer along Perimeter,30 to 60%.,2,RSB,PerimPctPer14,Function,,Disturb,1,,
, F50,F50_4,Vegetated Buffer along Perimeter,60 to 90%.,3,RSB,PerimPctPer14,Function,,Disturb,1,,
, F50,F50_5,Vegetated Buffer along Perimeter,">90%, or all the area within 30 m of the AA edge is other wetlands. ",4,RSB,PerimPctPer14,Function,,Disturb,1,,
,F53,F53_1,"Distance to Steep Bank, Bridge, Building ",<10 m.,7,RSB,NestDist14,Function,,,1,,
,F53,F53_2,"Distance to Steep Bank, Bridge, Building ",10 - 30 m.,5,RSB,NestDist14,Function,,,1,,
,F53,F53_3,"Distance to Steep Bank, Bridge, Building ",30 - 100 m.,4,RSB,NestDist14,Function,,,1,,
,F53,F53_4,"Distance to Steep Bank, Bridge, Building ",100 - 200 m.,3,RSB,NestDist14,Function,,,1,,
,F53,F53_5,"Distance to Steep Bank, Bridge, Building ",200 - 500 m.,2,RSB,NestDist14,Function,,,1,,
,F53,F53_6,"Distance to Steep Bank, Bridge, Building ",> 500 m.,0,RSB,NestDist14,Function,,,1,,
,F58,review,Focal Species Present,numeric,numeric,RSB,RareSpp14,Function,,,1,,
,S6,,Wildlife Disturbance Potential,stressor subscore,numeric,RBS,Noise14,Function,,,1,,
,Z,,Aquatic Productivity Score,calculated numeric,numeric,RSB,APPscore14,Function,,,1,,
,Z,,Plant Diversity Score ,calculated numeric,numeric,RBS,PDscore14,Function,,,1,,
,OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),5,RSB,LakeWetPct14v,Benefit,,,1,,
,OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,3,RSB,LakeWetPct14v,Benefit,,,1,,
,OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,2,RSB,LakeWetPct14v,Benefit,,,1,,
,OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,1,RSB,LakeWetPct14v,Benefit,,,1,,
,OF19,OF19_5,Wetland and Lakes within 2km,>0.34,0,RSB,LakeWetPct14v,Benefit,,,1,,
,OF24,????,Species of Conservation Concern,Any raptors of birds,numeric,RSB,RareSpp14v,Benefit,,,1,,
,OF36,OF36_1,Number of Land Cover types in the AA + 100m buffer,1,4,RSB,LCrich14v,Benefit,,,1,,
,OF36,OF36_2,Number of Land Cover types in the AA + 100m buffer,2,3,RSB,LCrich14v,Benefit,,,1,,
,OF36,OF36_3,Number of Land Cover types in the AA + 100m buffer,3 or 4,1,RSB,LCrich14v,Benefit,,,1,,
,OF36,OF36_4,Number of Land Cover types in the AA + 100m buffer,>4,0,RSB,LCrich14v,Benefit,,,1,,
,OF37,OF37_1,Number of Land Cover Types within 2km,<4,0,RSB,LCrich2k14v,Benefit,,,1,,
,OF37,OF37_2,Number of Land Cover Types within 2km,4 or 5,2,RSB,LCrich2k14v,Benefit,,,1,,
,OF37,OF37_3,Number of Land Cover Types within 2km,6 or 7,3,RSB,LCrich2k14v,Benefit,,,1,,
,OF37,OF37_4,Number of Land Cover Types within 2km,8 to 11,4,RSB,LCrich2k14v,Benefit,,,1,,
,OF37,OF37_5,Number of Land Cover Types within 2km,>11,6,RSB,LCrich2k14v,Benefit,,,1,,
,OF34,OF34_1,Land Cover Type Uniqueness,"within 1 km of the AA (and outside of the AA). Enter ""1"" and skip to OF35.",1,RSB,LcovUniq14v,Benefit,,,1,,
,OF34,OF34_2,Land Cover Type Uniqueness,"within 5 km of the AA (and outside of the AA) Enter ""1"" and skip to OF35.",2,RSB,LcovUniq14v,Benefit,,,1,,
,OF34,OF34_3,Land Cover Type Uniqueness,neither of the above.,0,RSB,LcovUniq14v,Benefit,,,1,,
,OF43,OF43_1,Wetland Density in the WAU,<0.03,5,RSB,WetDensWAU14v,Benefit,,,1,,
,OF43,OF43_2,Wetland Density in the WAU,0.03 to < 0.10,4,RSB,WetDensWAU14v,Benefit,,,1,,
,OF43,OF43_3,Wetland Density in the WAU,0.10 to < 0.20,3,RSB,WetDensWAU14v,Benefit,,,1,,
,OF43,OF43_4,Wetland Density in the WAU,0.20 to 0.40,2,RSB,WetDensWAU14v,Benefit,,,1,,
,OF43,OF43_5,Wetland Density in the WAU,>0.40,0,RSB,WetDensWAU14v,Benefit,,,1,,
,F56,F56_1,Non-consumptive Uses - Actual or Potential,"For an average person, walking is physically possible in (not just near) >5% of the AA during most of the growing season, e.g., free of deep water and dense shrub thickets.",?,RSB,Recrea14v,Benefit,,,unsure calc?,,
,F56,F56_2,Non-consumptive Uses - Actual or Potential,"Maintained roads, parking areas, or summertime hiking trails are within 10 m of the AA, or the AA can be accessed part of the year by boats arriving via contiguous waters.",?,RSB,Recrea14v,Benefit,,,unsure calc?,,
,F56,F56_3,Non-consumptive Uses - Actual or Potential,"Within the AA or within 100 m of its edge, there is an interpretive center, trails with nature-focused interpretive signs or brochures, and/or regular guided nature tours. ",?,RSB,Recrea14v,Benefit,,,unsure calc?,,
,F58,review,Focal Species Present,numeric,numeric,RSB,RareBird14v,Benefit,,,1,,
,OF1,OF1_1,Distance to Community ,<100 m,0,PD,DisTown15,Function,,,1,,
,OF1,OF1_2,Distance to Community ,100 - 500 m,2,PD,DisTown15,Function,,,1,,
,OF1,OF1_3,Distance to Community ,0.5 - 1 km,3,PD,DisTown15,Function,,,1,,
,OF1,OF1_4,Distance to Community ,1 - 5 km,5,PD,DisTown15,Function,,,1,,
,OF1,OF1_5,Distance to Community ,> 5 km,6,PD,DisTown15,Function,,,1,,
,OF2,OF2_1,Distance to Frequently travelled Road,<10 m,0,PD,DistRd15,Function,,,1,,
,OF2,OF2_2,Distance to Frequently travelled Road,10 - 25 m,1,PD,DistRd15,Function,,,1,,
,OF2,OF2_3,Distance to Frequently travelled Road,25 - 50 m,2,PD,DistRd15,Function,,,1,,
,OF2,OF2_4,Distance to Frequently travelled Road,50 - 100 m,3,PD,DistRd15,Function,,,1,,
,OF2,OF2_5,Distance to Frequently travelled Road,100 - 500 m,5,PD,DistRd15,Function,,,1,,
,OF2,OF2_6,Distance to Frequently travelled Road,>500 m,7,PD,DistRd15,Function,,,1,,
,OF12,OF12_1,Unvegetated Surface in the WAU,<10%.,0,PD,Imperv15,Function,,,1,,
,OF12,OF12_2,Unvegetated Surface in the WAU,10 to 25%.,1,PD,Imperv15,Function,,,1,,
,OF12,OF12_3,Unvegetated Surface in the WAU,>25%.,4,PD,Imperv15,Function,,,1,,
,OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),0,PD,WetVegArea15,Function,,,1,,
,OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,2,PD,WetVegArea15,Function,,,1,,
,OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,3,PD,WetVegArea15,Function,,,1,,
,OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,4,PD,WetVegArea15,Function,,,1,,
,OF19,OF19_5,Wetland and Lakes within 2km,>0.34,5,PD,WetVegArea15,Function,,,1,,
,OF21,OF21_1,Ecological Designation ,Binary (0/1),binary,PD,Refuge15,Function,,,1,,
,OF22,OF22_1,Protection from Intensive Uses,Binary (0/1),binary,PD,Protect15,Function,,,1,,
,OF24,????,Species of Conservation Concern,any plant species or community,numeric,PD,RareSpp15,Function,,,1,,
,OF30,OF30_1,Road Density Within AA's Buffer,< 0.12 km/km2 ,3,PD,RdDens15,Function,,,1,,
,OF30,OF30_2,Road Density Within AA's Buffer,0.12 – 0.30 km/km2 ,1,PD,RdDens15,Function,,,1,,
,OF30,OF30_3,Road Density Within AA's Buffer,> 0.30 km/km2 ,0,PD,RdDens15,Function,,,1,,
,OF41,OF41_1,Disturbed Percentage in the WAU,<10%,0,PD,DisturbWAU15,Function,,NoCA,1,,
,OF41,OF41_2,Disturbed Percentage in the WAU,10-20%,3,PD,DisturbWAU15,Function,,NoCA,1,,
,OF41,OF41_3,Disturbed Percentage in the WAU,20-30%,4,PD,DisturbWAU15,Function,,NoCA,1,,
,OF41,OF41_4,Disturbed Percentage in the WAU,30-40%,6,PD,DisturbWAU15,Function,,NoCA,1,,
